file,sample_rate,channels,mics_used,mic_selection,num_sources,grid_step,min_sep,fmin,fmax,active_quantile,oracle_grid_mean_error,oracle_grid_max_error,oracle_grid_error1,oracle_grid_error2,oracle_grid_error3,srp_peak_count,srp_raw_x1,srp_raw_y1,srp_raw_z1,srp_raw_score1,srp_raw_x2,srp_raw_y2,srp_raw_z2,srp_raw_score2,srp_raw_x3,srp_raw_y3,srp_raw_z3,srp_raw_score3,srp_mean_error,srp_median_error,srp_max_error,srp_truth_index1,srp_estimate_index1,srp_est_x1,srp_est_y1,srp_est_z1,srp_truth_x1,srp_truth_y1,srp_truth_z1,srp_error1,srp_depth_error1,srp_in_plane_error1,srp_truth_index2,srp_estimate_index2,srp_est_x2,srp_est_y2,srp_est_z2,srp_truth_x2,srp_truth_y2,srp_truth_z2,srp_error2,srp_depth_error2,srp_in_plane_error2,srp_truth_index3,srp_estimate_index3,srp_est_x3,srp_est_y3,srp_est_z3,srp_truth_x3,srp_truth_y3,srp_truth_z3,srp_error3,srp_depth_error3,srp_in_plane_error3,das_peak_count,das_raw_x1,das_raw_y1,das_raw_z1,das_raw_score1,das_raw_x2,das_raw_y2,das_raw_z2,das_raw_score2,das_raw_x3,das_raw_y3,das_raw_z3,das_raw_score3,das_mean_error,das_median_error,das_max_error,das_truth_index1,das_estimate_index1,das_est_x1,das_est_y1,das_est_z1,das_truth_x1,das_truth_y1,das_truth_z1,das_error1,das_depth_error1,das_in_plane_error1,das_truth_index2,das_estimate_index2,das_est_x2,das_est_y2,das_est_z2,das_truth_x2,das_truth_y2,das_truth_z2,das_error2,das_depth_error2,das_in_plane_error2,das_truth_index3,das_estimate_index3,das_est_x3,das_est_y3,das_est_z3,das_truth_x3,das_truth_y3,das_truth_z3,das_error3,das_depth_error3,das_in_plane_error3,mvdr_peak_count,mvdr_raw_x1,mvdr_raw_y1,mvdr_raw_z1,mvdr_raw_score1,mvdr_raw_x2,mvdr_raw_y2,mvdr_raw_z2,mvdr_raw_score2,mvdr_raw_x3,mvdr_raw_y3,mvdr_raw_z3,mvdr_raw_score3,mvdr_mean_error,mvdr_median_error,mvdr_max_error,mvdr_truth_index1,mvdr_estimate_index1,mvdr_est_x1,mvdr_est_y1,mvdr_est_z1,mvdr_truth_x1,mvdr_truth_y1,mvdr_truth_z1,mvdr_error1,mvdr_depth_error1,mvdr_in_plane_error1,mvdr_truth_index2,mvdr_estimate_index2,mvdr_est_x2,mvdr_est_y2,mvdr_est_z2,mvdr_truth_x2,mvdr_truth_y2,mvdr_truth_z2,mvdr_error2,mvdr_depth_error2,mvdr_in_plane_error2,mvdr_truth_index3,mvdr_estimate_index3,mvdr_est_x3,mvdr_est_y3,mvdr_est_z3,mvdr_truth_x3,mvdr_truth_y3,mvdr_truth_z3,mvdr_error3,mvdr_depth_error3,mvdr_in_plane_error3
03-001_seed-13.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05112554031027763,0.053106028708256585,0.053106028708256585,0.051912213191535383,0.04835837903104091,3,3.300000000000001,3.300000000000001,1.6,1406.371337890625,3.5000000000000013,2.1000000000000005,1.8,839.90771484375,2.2,2.500000000000001,1.6,179.45578002929688,0.5148169357955593,0.15034416825742186,1.3196465857813495,1,2,3.5000000000000013,2.1000000000000005,1.8,3.3510844067807324,2.1155447113601444,1.7863663294047787,0.15034416825742186,0.14891559321926895,0.02067643647172284,2,1,3.300000000000001,3.300000000000001,1.6,3.26237702984833,3.298941353368931,1.5357528916693517,0.07446005334790658,0.037622970151671264,0.06425582978640573,3,3,2.2,2.500000000000001,1.6,3.237972030165433,3.3144903238818744,1.5737952626148675,1.3196465857813495,1.0379720301654327,0.8149117596148818,3,3.300000000000001,3.300000000000001,1.5,0.09187886461768358,3.5000000000000013,3.4000000000000012,1.5,0.08985005455178907,3.100000000000001,3.200000000000001,1.5,0.08808100986425416,0.4955451464974689,0.2853354209870372,1.1493878053138342,1,3,3.100000000000001,3.200000000000001,1.5,3.3510844067807324,2.1155447113601444,1.7863663294047787,1.1493878053138342,0.2510844067807314,1.1216278115648348,2,1,3.300000000000001,3.300000000000001,1.5,3.26237702984833,3.298941353368931,1.5357528916693517,0.051912213191535383,0.037622970151671264,0.03576856155075116,3,2,3.5000000000000013,3.4000000000000012,1.5,3.237972030165433,3.3144903238818744,1.5737952626148675,0.2853354209870372,0.26202796983456844,0.11294974765011302,3,3.4000000000000012,3.4000000000000012,1.6,6.2356912307287025e-06,3.5000000000000013,2.1000000000000005,1.8,6.221063920361153e-06,3.200000000000001,3.300000000000001,1.6,6.20955549505076e-06,0.12704410751588682,0.15034416825742186,0.18242977525919774,1,2,3.5000000000000013,2.1000000000000005,1.8,3.3510844067807324,2.1155447113601444,1.7863663294047787,0.15034416825742186,0.14891559321926895,0.02067643647172284,2,1,3.4000000000000012,3.4000000000000012,1.6,3.26237702984833,3.298941353368931,1.5357528916693517,0.18242977525919774,0.13762297015167135,0.11975199784451852,3,3,3.200000000000001,3.300000000000001,1.6,3.237972030165433,3.3144903238818744,1.5737952626148675,0.04835837903104091,0.037972030165431825,0.02994424398152928
03-002_seed-1.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.0614094432452346,0.0680292306474409,0.06252645360331605,0.053672645484946865,0.0680292306474409,3,3.300000000000001,2.400000000000001,1.7000000000000002,1512.3968505859375,2.900000000000001,2.3000000000000007,1.7000000000000002,1186.361328125,2.5000000000000004,1.3000000000000003,1.5,204.72874450683594,0.7096783182744827,0.7309908941506079,1.2317507271003068,1,2,2.900000000000001,2.3000000000000007,1.7000000000000002,3.053604871784836,2.361509833382622,1.6834001038595892,0.16629333357253342,0.15360487178483506,0.06371040852663128,2,1,3.300000000000001,2.400000000000001,1.7000000000000002,3.1298377797280796,3.096081158141418,1.5555578752450014,0.7309908941506079,0.17016222027192152,0.7109096328811668,3,3,2.5000000000000004,1.3000000000000003,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,1.2317507271003068,0.6526662548461828,1.0446227134698882,3,3.4000000000000012,2.400000000000001,1.5,0.05753901520802174,3.100000000000001,2.3000000000000007,1.5,0.05668939724091615,3.300000000000001,2.400000000000001,1.7000000000000002,0.05516322475523339,0.356837114554634,0.24993520897679417,0.7487344532499425,1,3,3.300000000000001,2.400000000000001,1.7000000000000002,3.053604871784836,2.361509833382622,1.6834001038595892,0.24993520897679417,0.2463951282151653,0.04191717402337642,2,1,3.4000000000000012,2.400000000000001,1.5,3.1298377797280796,3.096081158141418,1.5555578752450014,0.7487344532499425,0.2701622202719216,0.6982948204170183,3,2,3.100000000000001,2.3000000000000007,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,0.07184168143716539,0.05266625484618226,0.04886197695750899,3,3.200000000000001,2.400000000000001,1.7000000000000002,5.831319214623651e-06,3.100000000000001,2.3000000000000007,1.5,5.116811493114191e-06,3.5000000000000013,2.400000000000001,1.5,4.820733166388829e-06,0.33815288500322943,0.15227797950866265,0.7903389940638603,1,1,3.200000000000001,2.400000000000001,1.7000000000000002,3.053604871784836,2.361509833382622,1.6834001038595892,0.15227797950866265,0.1463951282151652,0.04191717402337642,2,3,3.5000000000000013,2.400000000000001,1.5,3.1298377797280796,3.096081158141418,1.5555578752450014,0.7903389940638603,0.3701622202719217,0.6982948204170183,3,2,3.100000000000001,2.3000000000000007,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,0.07184168143716539,0.05266625484618226,0.04886197695750899
03-003_seed-4.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05884729027096199,0.06760003494453144,0.06760003494453144,0.04227358547156944,0.0666682503967851,3,3.5000000000000013,3.200000000000001,1.5,845.9478149414062,3.7000000000000015,3.300000000000001,1.5,811.63720703125,4.900000000000002,2.200000000000001,1.7000000000000002,762.0064697265625,0.7877665633621659,0.9954039439657708,1.213598466566602,1,2,3.7000000000000015,3.300000000000001,1.5,4.046290768653734,2.1521776762885487,1.6881697499271766,1.213598466566602,0.34629076865373287,1.1631439900536882,2,3,4.900000000000002,2.200000000000001,1.7000000000000002,4.01173464572121,1.7602334361167828,1.7917553341279482,0.9954039439657708,0.8882653542787917,0.44923676613850744,3,1,3.5000000000000013,3.200000000000001,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,0.1542972795541251,0.1468149743341769,0.04746592239764024,3,3.5000000000000013,3.200000000000001,1.5,0.08238186973630945,3.7000000000000015,3.300000000000001,1.5,0.0791514316761095,3.300000000000001,3.100000000000001,1.5,0.07860656270349864,0.9491943742498755,1.213598466566602,1.5556096171917977,1,2,3.7000000000000015,3.300000000000001,1.5,4.046290768653734,2.1521776762885487,1.6881697499271766,1.213598466566602,0.34629076865373287,1.1631439900536882,2,1,3.5000000000000013,3.200000000000001,1.5,4.01173464572121,1.7602334361167828,1.7917553341279482,1.5556096171917977,0.5117346457212091,1.4690299293983766,3,3,3.300000000000001,3.100000000000001,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,0.07837503899122687,0.05318502566582328,0.05756734996334339,3,4.8000000000000025,2.200000000000001,1.7000000000000002,4.813075791597371e-06,3.5000000000000013,3.200000000000001,1.5,4.5602964380691325e-06,3.7000000000000015,3.300000000000001,1.5,4.205196384898037e-06,0.7583953950597216,0.9072904390584382,1.213598466566602,1,3,3.7000000000000015,3.300000000000001,1.5,4.046290768653734,2.1521776762885487,1.6881697499271766,1.213598466566602,0.34629076865373287,1.1631439900536882,2,1,4.8000000000000025,2.200000000000001,1.7000000000000002,4.01173464572121,1.7602334361167828,1.7917553341279482,0.9072904390584382,0.7882653542787921,0.44923676613850744,3,2,3.5000000000000013,3.200000000000001,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,0.1542972795541251,0.1468149743341769,0.04746592239764024
03-004_seed-5.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05423984721821545,0.061679386236077494,0.047934126710312275,0.053106028708256585,0.061679386236077494,3,2.7000000000000006,3.100000000000001,1.8,1558.57275390625,2.900000000000001,3.200000000000001,1.8,1537.0263671875,2.5000000000000004,3.000000000000001,1.7000000000000002,1475.10546875,0.5235652709478843,0.2849869998838421,1.1803596896954334,1,2,2.900000000000001,3.200000000000001,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.2849869998838421,0.059610643606489155,0.27868290451983796,2,1,2.7000000000000006,3.100000000000001,1.8,3.3510844067807324,2.1155447113601444,1.7863663294047787,1.1803596896954334,0.6510844067807318,0.9845496901146648,3,3,2.5000000000000004,3.000000000000001,1.7000000000000002,2.586470455430569,3.0358745084170655,1.7483147778224941,0.10534912326437725,0.08647045543056864,0.06017722251984544,3,2.7000000000000006,3.100000000000001,1.8,0.07519953971677751,2.900000000000001,3.200000000000001,1.8,0.07500839825479488,2.5000000000000004,3.000000000000001,1.7000000000000002,0.07036906346911564,0.5235652709478843,0.2849869998838421,1.1803596896954334,1,2,2.900000000000001,3.200000000000001,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.2849869998838421,0.059610643606489155,0.27868290451983796,2,1,2.7000000000000006,3.100000000000001,1.8,3.3510844067807324,2.1155447113601444,1.7863663294047787,1.1803596896954334,0.6510844067807318,0.9845496901146648,3,3,2.5000000000000004,3.000000000000001,1.7000000000000002,2.586470455430569,3.0358745084170655,1.7483147778224941,0.10534912326437725,0.08647045543056864,0.06017722251984544,3,3.4000000000000012,2.1000000000000005,1.8,4.488135031091661e-06,2.900000000000001,3.200000000000001,1.8,3.393503769823729e-06,2.7000000000000006,3.100000000000001,1.8,3.3808579781627908e-06,0.15945045193484852,0.14025832721244688,0.2849869998838421,1,2,2.900000000000001,3.200000000000001,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.2849869998838421,0.059610643606489155,0.27868290451983796,2,1,3.4000000000000012,2.1000000000000005,1.8,3.3510844067807324,2.1155447113601444,1.7863663294047787,0.053106028708256585,0.04891559321926886,0.02067643647172284,3,3,2.7000000000000006,3.100000000000001,1.8,2.586470455430569,3.0358745084170655,1.7483147778224941,0.14025832721244688,0.11352954456943154,0.08236164679200675
03-005_seed-0.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.03566622266649014,0.039966001717887285,0.039966001717887285,0.037739209018433265,0.029293457263149855,3,2.6000000000000005,3.4000000000000012,1.6,1364.36669921875,3.4000000000000012,2.3000000000000007,1.7000000000000002,1086.446044921875,3.6000000000000014,3.200000000000001,1.0,726.7272338867188,0.13880484729580336,0.12305597868640374,0.25561935418257314,1,3,3.6000000000000014,3.200000000000001,1.0,3.37565397898303,3.098321952825332,1.068349775488396,0.25561935418257314,0.22434602101697143,0.12251578301006115,2,1,2.6000000000000005,3.4000000000000012,1.6,2.56771174840655,3.3867802189872553,1.5856141007806226,0.037739209018433265,0.03228825159345039,0.0195375716601384,3,2,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612,3,3.4000000000000012,2.3000000000000007,1.7000000000000002,0.09930430427357351,2.6000000000000005,3.4000000000000012,1.6,0.08776996692267858,3.6000000000000014,3.200000000000001,1.0,0.08755861113149876,0.13880484729580336,0.12305597868640374,0.25561935418257314,1,3,3.6000000000000014,3.200000000000001,1.0,3.37565397898303,3.098321952825332,1.068349775488396,0.25561935418257314,0.22434602101697143,0.12251578301006115,2,2,2.6000000000000005,3.4000000000000012,1.6,2.56771174840655,3.3867802189872553,1.5856141007806226,0.037739209018433265,0.03228825159345039,0.0195375716601384,3,1,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612,3,3.4000000000000012,2.3000000000000007,1.7000000000000002,8.299947318751844e-06,3.6000000000000014,3.200000000000001,1.0,8.166225290184826e-06,3.200000000000001,3.000000000000001,1.1,7.770630681847935e-06,0.4215984012894422,0.25561935418257314,0.8861198709993496,1,2,3.6000000000000014,3.200000000000001,1.0,3.37565397898303,3.098321952825332,1.068349775488396,0.25561935418257314,0.22434602101697143,0.12251578301006115,2,3,3.200000000000001,3.000000000000001,1.1,2.56771174840655,3.3867802189872553,1.5856141007806226,0.8861198709993496,0.6322882515934509,0.6208220297934031,3,1,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612
03-006_seed-14.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05383069297908263,0.0666682503967851,0.0666682503967851,0.047934126710312275,0.04688970183015049,3,2.900000000000001,3.5000000000000013,1.8,1106.2110595703125,3.100000000000001,1.8000000000000005,1.5,1002.7694091796875,3.200000000000001,3.100000000000001,1.5,440.0013122558594,0.14789851922519856,0.16364489564309978,0.21509060334426736,1,3,3.200000000000001,3.100000000000001,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,0.16364489564309978,0.15318502566582337,0.05756734996334339,2,1,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,2,3.100000000000001,1.8000000000000005,1.5,2.8898366912267996,1.835363096938943,1.5290654892851978,0.21509060334426736,0.21016330877320133,0.045775007291108,3,3.100000000000001,1.8000000000000005,1.5,0.1322488065889047,2.900000000000001,3.5000000000000013,1.8,0.08837304025837511,2.6000000000000005,1.6000000000000003,1.6,0.05669530581553772,0.6079489139774219,0.38004315517101134,1.3788435280730258,1,1,3.100000000000001,1.8000000000000005,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,1.3788435280730258,0.25318502566582346,1.3553991359328312,2,2,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,3,2.6000000000000005,1.6000000000000003,1.6,2.8898366912267996,1.835363096938943,1.5290654892851978,0.38004315517101134,0.2898366912267991,0.24582004029581986,3,2.900000000000001,3.5000000000000013,1.8,7.368848313927168e-06,3.000000000000001,1.8000000000000005,1.5,5.6970330935748714e-06,3.200000000000001,3.100000000000001,1.5,4.575571158152939e-06,0.11596666383233568,0.11929503716567873,0.16364489564309978,1,3,3.200000000000001,3.100000000000001,1.5,3.3531850256658244,3.1553049299637173,1.515980128394681,0.16364489564309978,0.15318502566582337,0.05756734996334339,2,1,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,2,3.000000000000001,1.8000000000000005,1.5,2.8898366912267996,1.835363096938943,1.5290654892851978,0.11929503716567873,0.11016330877320124,0.045775007291108
03-007_seed-20.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05481385698199415,0.0680292306474409,0.04450012710700615,0.051912213191535383,0.0680292306474409,3,3.6000000000000014,2.500000000000001,1.8,1294.4091796875,3.300000000000001,2.400000000000001,1.8,1186.2738037109375,3.4000000000000012,2.400000000000001,1.5,1068.3123779296875,0.40184201152923094,0.25431587094302716,0.9067100365376595,1,2,3.300000000000001,2.400000000000001,1.8,3.3057739312895826,2.4363047218180083,1.7749223166197516,0.04450012710700615,0.00577393128958148,0.04412395075243031,2,1,3.6000000000000014,2.500000000000001,1.8,3.26237702984833,3.298941353368931,1.5357528916693517,0.9067100365376595,0.33762297015167153,0.8415068748287724,3,3,3.4000000000000012,2.400000000000001,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,0.25431587094302716,0.247333745153818,0.05918260489110498,3,3.300000000000001,3.300000000000001,1.5,0.11425252669323527,3.5000000000000013,3.4000000000000012,1.5,0.11120003848554916,3.100000000000001,3.200000000000001,1.5,0.10877132403766154,0.6433798999953159,0.8574363058310653,1.0207911809633468,1,2,3.5000000000000013,3.4000000000000012,1.5,3.3057739312895826,2.4363047218180083,1.7749223166197516,1.0207911809633468,0.1942260687104187,1.0021431381623285,2,1,3.300000000000001,3.300000000000001,1.5,3.26237702984833,3.298941353368931,1.5357528916693517,0.051912213191535383,0.037622970151671264,0.03576856155075116,3,3,3.100000000000001,3.200000000000001,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,0.8574363058310653,0.05266625484618226,0.85581731938405,3,3.6000000000000014,2.500000000000001,1.8,9.266598797814241e-06,3.300000000000001,3.300000000000001,1.5,7.462009732999805e-06,3.000000000000001,2.3000000000000007,1.5,7.075365140506184e-06,0.17143051386690833,0.16029497235083712,0.3020843560583525,1,1,3.6000000000000014,2.500000000000001,1.8,3.3057739312895826,2.4363047218180083,1.7749223166197516,0.3020843560583525,0.2942260687104188,0.06845420853681249,2,2,3.300000000000001,3.300000000000001,1.5,3.26237702984833,3.298941353368931,1.5357528916693517,0.051912213191535383,0.037622970151671264,0.03576856155075116,3,3,3.000000000000001,2.3000000000000007,1.5,3.1526662548461832,2.3444245603524982,1.5203457914489322,0.16029497235083712,0.15266625484618235,0.04886197695750899
03-008_seed-15.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.045357913151871494,0.049946276193322696,0.049946276193322696,0.03923776143214131,0.04688970183015049,3,3.100000000000001,1.8000000000000005,1.5,1588.506591796875,3.100000000000001,2.700000000000001,1.7000000000000002,1061.242431640625,2.8000000000000007,2.600000000000001,1.7000000000000002,926.5585327148438,0.30837739012031423,0.21509060334426736,0.6064815828428364,1,3,2.8000000000000007,2.600000000000001,1.7000000000000002,2.8896787795341883,2.651471419548344,1.694248496455464,0.10355998417383896,0.08967877953418757,0.05179176404935786,2,2,3.100000000000001,2.700000000000001,1.7000000000000002,2.7176769885721157,3.1323030484948253,1.5135513488320527,0.6064815828428364,0.3823230114278853,0.47079616105090044,3,1,3.100000000000001,1.8000000000000005,1.5,2.8898366912267996,1.835363096938943,1.5290654892851978,0.21509060334426736,0.21016330877320133,0.045775007291108,3,3.100000000000001,1.8000000000000005,1.5,0.10629384610547277,3.000000000000001,2.700000000000001,1.7000000000000002,0.06338902430616145,2.7000000000000006,1.9000000000000006,1.5,0.058732821901685384,0.5210202534007683,0.5489583846176094,0.7990117722404281,1,3,2.7000000000000006,1.9000000000000006,1.5,2.8896787795341883,2.651471419548344,1.694248496455464,0.7990117722404281,0.18967877953418766,0.7761712264527788,2,2,3.000000000000001,2.700000000000001,1.7000000000000002,2.7176769885721157,3.1323030484948253,1.5135513488320527,0.5489583846176094,0.2823230114278852,0.47079616105090044,3,1,3.100000000000001,1.8000000000000005,1.5,2.8898366912267996,1.835363096938943,1.5290654892851978,0.21509060334426736,0.21016330877320133,0.045775007291108,3,2.8000000000000007,3.200000000000001,1.5,3.30496255000074e-06,3.000000000000001,2.700000000000001,1.7000000000000002,3.1690245396879558e-06,2.8000000000000007,2.600000000000001,1.7000000000000002,2.555773664206746e-06,0.33891498283554444,0.12066016160581834,0.7886436657747871,1,2,3.000000000000001,2.700000000000001,1.7000000000000002,2.8896787795341883,2.651471419548344,1.694248496455464,0.12066016160581834,0.11032122046581261,0.04886821987422671,2,1,2.8000000000000007,3.200000000000001,1.5,2.7176769885721157,3.1323030484948253,1.5135513488320527,0.1074411211260278,0.082323011427885,0.06903996160385731,3,3,2.8000000000000007,2.600000000000001,1.7000000000000002,2.8898366912267996,1.835363096938943,1.5290654892851978,0.7886436657747871,0.08983669122679894,0.7835101789231043
03-009_seed-19.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.04087540200046546,0.047934126710312275,0.029293457263149855,0.047934126710312275,0.04539862202793424,3,3.4000000000000012,2.3000000000000007,1.7000000000000002,1702.4755859375,2.900000000000001,3.5000000000000013,1.8,1086.771240234375,2.8000000000000007,2.400000000000001,1.6,1049.8944091796875,0.08355481309178037,0.06496005868822854,0.12305597868640374,1,1,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612,2,2,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,3,2.8000000000000007,2.400000000000001,1.6,2.8593189368933882,2.413002973987853,1.5846049146146481,0.06264840190070879,0.05931893689338752,0.020151575287084666,3,2.8000000000000007,2.400000000000001,1.6,0.06788203937503567,2.900000000000001,3.5000000000000013,1.8,0.06761464364444691,3.4000000000000012,2.3000000000000007,1.7000000000000002,0.06566261547686736,0.08355481309178037,0.06496005868822854,0.12305597868640374,1,3,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612,2,2,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,1,2.8000000000000007,2.400000000000001,1.6,2.8593189368933882,2.413002973987853,1.5846049146146481,0.06264840190070879,0.05931893689338752,0.020151575287084666,3,2.8000000000000007,2.400000000000001,1.6,8.686883029679404e-06,3.4000000000000012,2.3000000000000007,1.7000000000000002,8.560971845104293e-06,2.900000000000001,3.5000000000000013,1.8,7.028693991272877e-06,0.08355481309178037,0.06496005868822854,0.12305597868640374,1,2,3.4000000000000012,2.3000000000000007,1.7000000000000002,3.278576663739798,2.296469841178066,1.6803356850970557,0.12305597868640374,0.1214233362602033,0.019978671174786612,2,3,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,1,2.8000000000000007,2.400000000000001,1.6,2.8593189368933882,2.413002973987853,1.5846049146146481,0.06264840190070879,0.05931893689338752,0.020151575287084666
03-010_seed-9.wav,48000,112,32,farthest,3,0.1,0.2,1000.0,4000.0,0.0,0.05554288743280599,0.06013516854238642,0.06013516854238642,0.047934126710312275,0.05855936704571927,3,3.200000000000001,1.5000000000000004,1.8,1288.32373046875,2.6000000000000005,2.700000000000001,1.7000000000000002,1262.1053466796875,2.8000000000000007,2.800000000000001,1.7000000000000002,1231.0784912109375,0.31709094403248134,0.20448246110139018,0.684947906209924,1,1,3.200000000000001,1.5000000000000004,1.8,3.0045079039938503,1.5475624759289273,1.7634797565627813,0.20448246110139018,0.1954920960061508,0.059965967825121105,2,3,2.8000000000000007,2.800000000000001,1.7000000000000002,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.684947906209924,0.04038935639351093,0.6837560486836491,3,2,2.6000000000000005,2.700000000000001,1.7000000000000002,2.6519764549101428,2.730051327612163,1.6851724481270791,0.06184246478612986,0.051976454910142245,0.03351027582395678,3,2.900000000000001,3.5000000000000013,1.8,0.12050071098201443,2.6000000000000005,2.700000000000001,1.7000000000000002,0.10353188384942769,2.8000000000000007,2.800000000000001,1.7000000000000002,0.10125647361383017,0.46580458661489227,0.06496005868822854,1.2706112363703184,1,3,2.8000000000000007,2.800000000000001,1.7000000000000002,3.0045079039938503,1.5475624759289273,1.7634797565627813,1.2706112363703184,0.20450790399384955,1.2540452269334434,2,1,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,2,2.6000000000000005,2.700000000000001,1.7000000000000002,2.6519764549101428,2.730051327612163,1.6851724481270791,0.06184246478612986,0.051976454910142245,0.03351027582395678,3,2.900000000000001,3.5000000000000013,1.8,8.521036329301745e-06,2.8000000000000007,2.800000000000001,1.7000000000000002,7.5521944773835014e-06,3.200000000000001,1.5000000000000004,1.8,7.510715953046398e-06,0.14461040484930313,0.16438869475829065,0.20448246110139018,1,3,3.200000000000001,1.5000000000000004,1.8,3.0045079039938503,1.5475624759289273,1.7634797565627813,0.20448246110139018,0.1954920960061508,0.059965967825121105,2,1,2.900000000000001,3.5000000000000013,1.8,2.8403893563935116,3.4783296347966925,1.7859723250125528,0.06496005868822854,0.059610643606489155,0.025814344725331114,3,2,2.8000000000000007,2.800000000000001,1.7000000000000002,2.6519764549101428,2.730051327612163,1.6851724481270791,0.16438869475829065,0.14802354508985793,0.07150295842386699
